font,xpr,character,codepoint,glyph_index
JPN00C7,00c7c9f9.xpr,名,U+540D,560
JPN00C7,00c7c9f9.xpr,吐,U+5410,561
JPN00C7,00c7c9f9.xpr,向,U+5411,562
JPN00C7,00c7c9f9.xpr,君,U+541B,563
JPN00C7,00c7c9f9.xpr,否,U+5426,564
JPN00C7,00c7c9f9.xpr,含,U+542B,565
JPN00C7,00c7c9f9.xpr,吸,U+5438,566
JPN00C7,00c7c9f9.xpr,吹,U+5439,567
JPN00C7,00c7c9f9.xpr,吼,U+543C,568
JPN00C7,00c7c9f9.xpr,呂,U+5442,569
JPN00C7,00c7c9f9.xpr,呆,U+5446,570
JPN00C7,00c7c9f9.xpr,告,U+544A,571
JPN00C7,00c7c9f9.xpr,呟,U+545F,572
JPN00C7,00c7c9f9.xpr,周,U+5468,573
JPN00C7,00c7c9f9.xpr,呪,U+546A,574
JPN00C7,00c7c9f9.xpr,味,U+5473,575
JPN00C7,00c7c9f9.xpr,呼,U+547C,576
JPN00C7,00c7c9f9.xpr,命,U+547D,577
JPN00C7,00c7c9f9.xpr,咄,U+5484,578
JPN00C7,00c7c9f9.xpr,咆,U+5486,579
JPN00C7,00c7c9f9.xpr,和,U+548C,580
JPN00C7,00c7c9f9.xpr,咬,U+54AC,581
JPN00C7,00c7c9f9.xpr,咲,U+54B2,582
JPN00C7,00c7c9f9.xpr,咳,U+54B3,583
JPN00C7,00c7c9f9.xpr,哀,U+54C0,584
JPN00C7,00c7c9f9.xpr,品,U+54C1,585
JPN00C7,00c7c9f9.xpr,員,U+54E1,586
JPN00C7,00c7c9f9.xpr,哨,U+54E8,587
JPN00C7,00c7c9f9.xpr,哭,U+54ED,588
JPN00C7,00c7c9f9.xpr,哲,U+54F2,589
JPN00C7,00c7c9f9.xpr,哺,U+54FA,590
JPN00C7,00c7c9f9.xpr,唄,U+5504,591
JPN00C7,00c7c9f9.xpr,唆,U+5506,592
JPN00C7,00c7c9f9.xpr,唇,U+5507,593
JPN00C7,00c7c9f9.xpr,唯,U+552F,594
JPN00C7,00c7c9f9.xpr,唱,U+5531,595
JPN00C7,00c7c9f9.xpr,唾,U+553E,596
JPN00C7,00c7c9f9.xpr,商,U+5546,597
JPN00C7,00c7c9f9.xpr,問,U+554F,598
JPN00C7,00c7c9f9.xpr,啓,U+5553,599
JPN00C7,00c7c9f9.xpr,啜,U+555C,600
JPN00C7,00c7c9f9.xpr,善,U+5584,601
JPN00C7,00c7c9f9.xpr,喉,U+5589,602
JPN00C7,00c7c9f9.xpr,喋,U+558B,603
JPN00C7,00c7c9f9.xpr,喘,U+5598,604
JPN00C7,00c7c9f9.xpr,喜,U+559C,605
JPN00C7,00c7c9f9.xpr,喧,U+55A7,606
JPN00C7,00c7c9f9.xpr,喪,U+55AA,607
JPN00C7,00c7c9f9.xpr,喫,U+55AB,608
JPN00C7,00c7c9f9.xpr,喰,U+55B0,609
JPN00C7,00c7c9f9.xpr,営,U+55B6,610
JPN00C7,00c7c9f9.xpr,嗅,U+55C5,611
JPN00C7,00c7c9f9.xpr,嗟,U+55DF,612
JPN00C7,00c7c9f9.xpr,嘆,U+5606,613
JPN00C7,00c7c9f9.xpr,嘘,U+5618,614
JPN00C7,00c7c9f9.xpr,嘩,U+5629,615
JPN00C7,00c7c9f9.xpr,嘲,U+5632,616
JPN00C7,00c7c9f9.xpr,嘴,U+5634,617
JPN00C7,00c7c9f9.xpr,噂,U+5642,618
JPN00C7,00c7c9f9.xpr,噌,U+564C,619
JPN00C7,00c7c9f9.xpr,噛,U+565B,620
JPN00C7,00c7c9f9.xpr,器,U+5668,621
JPN00C7,00c7c9f9.xpr,噴,U+5674,622
JPN00C7,00c7c9f9.xpr,嚇,U+5687,623
JPN00C7,00c7c9f9.xpr,囁,U+56C1,624
JPN00C7,00c7c9f9.xpr,囚,U+56DA,625
JPN00C7,00c7c9f9.xpr,四,U+56DB,626
JPN00C7,00c7c9f9.xpr,回,U+56DE,627
JPN00C7,00c7c9f9.xpr,因,U+56E0,628
JPN00C7,00c7c9f9.xpr,団,U+56E3,629
JPN00C7,00c7c9f9.xpr,囮,U+56EE,630
JPN00C7,00c7c9f9.xpr,困,U+56F0,631
JPN00C7,00c7c9f9.xpr,囲,U+56F2,632
JPN00C7,00c7c9f9.xpr,図,U+56F3,633
JPN00C7,00c7c9f9.xpr,固,U+56FA,634
JPN00C7,00c7c9f9.xpr,国,U+56FD,635
JPN00C7,00c7c9f9.xpr,圏,U+570F,636
JPN00C7,00c7c9f9.xpr,園,U+5712,637
JPN00C7,00c7c9f9.xpr,土,U+571F,638
JPN00C7,00c7c9f9.xpr,圧,U+5727,639
JPN00C7,00c7c9f9.xpr,在,U+5728,640
JPN00C7,00c7c9f9.xpr,地,U+5730,641
JPN00C7,00c7c9f9.xpr,坂,U+5742,642
JPN00C7,00c7c9f9.xpr,均,U+5747,643
JPN00C7,00c7c9f9.xpr,坊,U+574A,644
JPN00C7,00c7c9f9.xpr,垂,U+5782,645
JPN00C7,00c7c9f9.xpr,型,U+578B,646
JPN00C7,00c7c9f9.xpr,垢,U+57A2,647
JPN00C7,00c7c9f9.xpr,垣,U+57A3,648
JPN00C7,00c7c9f9.xpr,埋,U+57CB,649
JPN00C7,00c7c9f9.xpr,城,U+57CE,650
JPN00C7,00c7c9f9.xpr,埒,U+57D2,651
JPN00C7,00c7c9f9.xpr,域,U+57DF,652
JPN00C7,00c7c9f9.xpr,執,U+57F7,653
JPN00C7,00c7c9f9.xpr,培,U+57F9,654
JPN00C7,00c7c9f9.xpr,基,U+57FA,655
JPN00C7,00c7c9f9.xpr,堀,U+5800,656
JPN00C7,00c7c9f9.xpr,堂,U+5802,657
JPN00C7,00c7c9f9.xpr,堅,U+5805,658
JPN00C7,00c7c9f9.xpr,堕,U+5815,659
JPN00C7,00c7c9f9.xpr,堤,U+5824,660
JPN00C7,00c7c9f9.xpr,堪,U+582A,661
JPN00C7,00c7c9f9.xpr,報,U+5831,662
JPN00C7,00c7c9f9.xpr,場,U+5834,663
JPN00C7,00c7c9f9.xpr,堵,U+5835,664
JPN00C7,00c7c9f9.xpr,塊,U+584A,665
JPN00C7,00c7c9f9.xpr,塑,U+5851,666
JPN00C7,00c7c9f9.xpr,塔,U+5854,667
JPN00C7,00c7c9f9.xpr,塗,U+5857,668
JPN00C7,00c7c9f9.xpr,塚,U+585A,669
JPN00C7,00c7c9f9.xpr,塞,U+585E,670
JPN00C7,00c7c9f9.xpr,塩,U+5869,671
JPN00C7,00c7c9f9.xpr,填,U+586B,672
JPN00C7,00c7c9f9.xpr,境,U+5883,673
JPN00C7,00c7c9f9.xpr,墓,U+5893,674
JPN00C7,00c7c9f9.xpr,増,U+5897,675
JPN00C7,00c7c9f9.xpr,墜,U+589C,676
JPN00C7,00c7c9f9.xpr,墟,U+589F,677
JPN00C7,00c7c9f9.xpr,壁,U+58C1,678
JPN00C7,00c7c9f9.xpr,壊,U+58CA,679
JPN00C7,00c7c9f9.xpr,壌,U+58CC,680
JPN00C7,00c7c9f9.xpr,士,U+58EB,681
JPN00C7,00c7c9f9.xpr,声,U+58F0,682
JPN00C7,00c7c9f9.xpr,売,U+58F2,683
JPN00C7,00c7c9f9.xpr,変,U+5909,684
JPN00C7,00c7c9f9.xpr,夏,U+590F,685
JPN00C7,00c7c9f9.xpr,夕,U+5915,686
JPN00C7,00c7c9f9.xpr,外,U+5916,687
JPN00C7,00c7c9f9.xpr,多,U+591A,688
JPN00C7,00c7c9f9.xpr,夜,U+591C,689
JPN00C7,00c7c9f9.xpr,夢,U+5922,690
JPN00C7,00c7c9f9.xpr,大,U+5927,691
JPN00C7,00c7c9f9.xpr,天,U+5929,692
JPN00C7,00c7c9f9.xpr,太,U+592A,693
JPN00C7,00c7c9f9.xpr,夫,U+592B,694
JPN00C7,00c7c9f9.xpr,央,U+592E,695
JPN00C7,00c7c9f9.xpr,失,U+5931,696
JPN00C7,00c7c9f9.xpr,奇,U+5947,697
JPN00C7,00c7c9f9.xpr,奈,U+5948,698
JPN00C7,00c7c9f9.xpr,契,U+5951,699
JPN00C7,00c7c9f9.xpr,奔,U+5954,700
JPN00C7,00c7c9f9.xpr,奥,U+5965,701
JPN00C7,00c7c9f9.xpr,奨,U+5968,702
JPN00C7,00c7c9f9.xpr,奪,U+596A,703
JPN00C7,00c7c9f9.xpr,奮,U+596E,704
JPN00C7,00c7c9f9.xpr,女,U+5973,705
JPN00C7,00c7c9f9.xpr,奴,U+5974,706
JPN00C7,00c7c9f9.xpr,好,U+597D,707
JPN00C7,00c7c9f9.xpr,如,U+5982,708
JPN00C7,00c7c9f9.xpr,妙,U+5999,709
JPN00C7,00c7c9f9.xpr,妨,U+59A8,710
JPN00C7,00c7c9f9.xpr,妬,U+59AC,711
JPN00C7,00c7c9f9.xpr,妻,U+59BB,712
JPN00C7,00c7c9f9.xpr,姉,U+59C9,713
JPN00C7,00c7c9f9.xpr,始,U+59CB,714
JPN00C7,00c7c9f9.xpr,姓,U+59D3,715
JPN00C7,00c7c9f9.xpr,委,U+59D4,716
JPN00C7,00c7c9f9.xpr,姫,U+59EB,717
JPN00C7,00c7c9f9.xpr,姿,U+59FF,718
JPN00C7,00c7c9f9.xpr,威,U+5A01,719
JPN00C7,00c7c9f9.xpr,娘,U+5A18,720
JPN00C7,00c7c9f9.xpr,娯,U+5A2F,721
JPN00C7,00c7c9f9.xpr,婚,U+5A5A,722
JPN00C7,00c7c9f9.xpr,嫁,U+5AC1,723
JPN00C7,00c7c9f9.xpr,嫉,U+5AC9,724
JPN00C7,00c7c9f9.xpr,嫌,U+5ACC,725
JPN00C7,00c7c9f9.xpr,嬉,U+5B09,726
JPN00C7,00c7c9f9.xpr,子,U+5B50,727
JPN00C7,00c7c9f9.xpr,孔,U+5B54,728
JPN00C7,00c7c9f9.xpr,字,U+5B57,729
JPN00C7,00c7c9f9.xpr,存,U+5B58,730
JPN00C7,00c7c9f9.xpr,孤,U+5B64,731
JPN00C7,00c7c9f9.xpr,学,U+5B66,732
JPN00C7,00c7c9f9.xpr,孫,U+5B6B,733
JPN00C7,00c7c9f9.xpr,宇,U+5B87,734
JPN00C7,00c7c9f9.xpr,守,U+5B88,735
JPN00C7,00c7c9f9.xpr,安,U+5B89,736
JPN00C7,00c7c9f9.xpr,完,U+5B8C,737
JPN00C7,00c7c9f9.xpr,宗,U+5B97,738
JPN00C7,00c7c9f9.xpr,官,U+5B98,739
JPN00C7,00c7c9f9.xpr,宙,U+5B99,740
JPN00C7,00c7c9f9.xpr,定,U+5B9A,741
JPN00C7,00c7c9f9.xpr,宛,U+5B9B,742
JPN00C7,00c7c9f9.xpr,宜,U+5B9C,743
JPN00C7,00c7c9f9.xpr,宝,U+5B9D,744
JPN00C7,00c7c9f9.xpr,実,U+5B9F,745
JPN00C7,00c7c9f9.xpr,客,U+5BA2,746
JPN00C7,00c7c9f9.xpr,宣,U+5BA3,747
JPN00C7,00c7c9f9.xpr,室,U+5BA4,748
JPN00C7,00c7c9f9.xpr,宮,U+5BAE,749
JPN00C7,00c7c9f9.xpr,害,U+5BB3,750
JPN00C7,00c7c9f9.xpr,家,U+5BB6,751
JPN00C7,00c7c9f9.xpr,容,U+5BB9,752
JPN00C7,00c7c9f9.xpr,宿,U+5BBF,753
JPN00C7,00c7c9f9.xpr,寂,U+5BC2,754
JPN00C7,00c7c9f9.xpr,寄,U+5BC4,755
JPN00C7,00c7c9f9.xpr,密,U+5BC6,756
JPN00C7,00c7c9f9.xpr,富,U+5BCC,757
JPN00C7,00c7c9f9.xpr,寒,U+5BD2,758
JPN00C7,00c7c9f9.xpr,寛,U+5BDB,759
JPN00C7,00c7c9f9.xpr,寝,U+5BDD,760
JPN00C7,00c7c9f9.xpr,察,U+5BDF,761
JPN00C7,00c7c9f9.xpr,寧,U+5BE7,762
JPN00C7,00c7c9f9.xpr,審,U+5BE9,763
JPN00C7,00c7c9f9.xpr,寵,U+5BF5,764
JPN00C7,00c7c9f9.xpr,寺,U+5BFA,765
JPN00C7,00c7c9f9.xpr,対,U+5BFE,766
JPN00C7,00c7c9f9.xpr,封,U+5C01,767
JPN00C7,00c7c9f9.xpr,専,U+5C02,768
JPN00C7,00c7c9f9.xpr,射,U+5C04,769
JPN00C7,00c7c9f9.xpr,将,U+5C06,770
JPN00C7,00c7c9f9.xpr,尊,U+5C0A,771
JPN00C7,00c7c9f9.xpr,尋,U+5C0B,772
JPN00C7,00c7c9f9.xpr,導,U+5C0E,773
JPN00C7,00c7c9f9.xpr,小,U+5C0F,774
JPN00C7,00c7c9f9.xpr,少,U+5C11,775
JPN00C7,00c7c9f9.xpr,尚,U+5C1A,776
JPN00C7,00c7c9f9.xpr,就,U+5C31,777
JPN00C7,00c7c9f9.xpr,尻,U+5C3B,778
JPN00C7,00c7c9f9.xpr,尽,U+5C3D,779
JPN00C7,00c7c9f9.xpr,尾,U+5C3E,780
JPN00C7,00c7c9f9.xpr,尿,U+5C3F,781
JPN00C7,00c7c9f9.xpr,局,U+5C40,782
JPN00C7,00c7c9f9.xpr,居,U+5C45,783
JPN00C7,00c7c9f9.xpr,屈,U+5C48,784
JPN00C7,00c7c9f9.xpr,届,U+5C4A,785
JPN00C7,00c7c9f9.xpr,屋,U+5C4B,786
JPN00C7,00c7c9f9.xpr,屍,U+5C4D,787
JPN00C7,00c7c9f9.xpr,屑,U+5C51,788
JPN00C7,00c7c9f9.xpr,展,U+5C55,789
JPN00C7,00c7c9f9.xpr,属,U+5C5E,790
JPN00C7,00c7c9f9.xpr,層,U+5C64,791
JPN00C7,00c7c9f9.xpr,履,U+5C65,792
JPN00C7,00c7c9f9.xpr,屯,U+5C6F,793
JPN00C7,00c7c9f9.xpr,山,U+5C71,794
JPN00C7,00c7c9f9.xpr,岡,U+5CA1,795
JPN00C7,00c7c9f9.xpr,岩,U+5CA9,796
JPN00C7,00c7c9f9.xpr,岳,U+5CB3,797
JPN00C7,00c7c9f9.xpr,岸,U+5CB8,798
JPN00C7,00c7c9f9.xpr,峙,U+5CD9,799
JPN00C7,00c7c9f9.xpr,峡,U+5CE1,800
JPN00C7,00c7c9f9.xpr,峰,U+5CF0,801
JPN00C7,00c7c9f9.xpr,島,U+5CF6,802
JPN00C7,00c7c9f9.xpr,崇,U+5D07,803
JPN00C7,00c7c9f9.xpr,崎,U+5D0E,804
JPN00C7,00c7c9f9.xpr,崖,U+5D16,805
JPN00C7,00c7c9f9.xpr,崗,U+5D17,806
JPN00C7,00c7c9f9.xpr,崩,U+5D29,807
JPN00C7,00c7c9f9.xpr,川,U+5DDD,808
JPN00C7,00c7c9f9.xpr,州,U+5DDE,809
JPN00C7,00c7c9f9.xpr,巡,U+5DE1,810
JPN00C7,00c7c9f9.xpr,巣,U+5DE3,811
JPN00C7,00c7c9f9.xpr,工,U+5DE5,812
JPN00C7,00c7c9f9.xpr,左,U+5DE6,813
JPN00C7,00c7c9f9.xpr,巧,U+5DE7,814
JPN00C7,00c7c9f9.xpr,巨,U+5DE8,815
JPN00C7,00c7c9f9.xpr,差,U+5DEE,816
JPN00C7,00c7c9f9.xpr,己,U+5DF1,817
JPN00C7,00c7c9f9.xpr,巻,U+5DFB,818
JPN00C7,00c7c9f9.xpr,巾,U+5DFE,819
JPN00C7,00c7c9f9.xpr,市,U+5E02,820
JPN00C7,00c7c9f9.xpr,布,U+5E03,821
JPN00C7,00c7c9f9.xpr,希,U+5E0C,822
JPN00C7,00c7c9f9.xpr,帝,U+5E1D,823
JPN00C7,00c7c9f9.xpr,師,U+5E2B,824
JPN00C7,00c7c9f9.xpr,席,U+5E2D,825
JPN00C7,00c7c9f9.xpr,帯,U+5E2F,826
JPN00C7,00c7c9f9.xpr,帰,U+5E30,827
JPN00C7,00c7c9f9.xpr,帳,U+5E33,828
JPN00C7,00c7c9f9.xpr,常,U+5E38,829
JPN00C7,00c7c9f9.xpr,幅,U+5E45,830
JPN00C7,00c7c9f9.xpr,幕,U+5E55,831
JPN00C7,00c7c9f9.xpr,干,U+5E72,832
JPN00C7,00c7c9f9.xpr,平,U+5E73,833
JPN00C7,00c7c9f9.xpr,年,U+5E74,834
JPN00C7,00c7c9f9.xpr,幸,U+5E78,835
JPN00C7,00c7c9f9.xpr,幹,U+5E79,836
JPN00C7,00c7c9f9.xpr,幻,U+5E7B,837
JPN00C7,00c7c9f9.xpr,幼,U+5E7C,838
JPN00C7,00c7c9f9.xpr,幽,U+5E7D,839
JPN00C7,00c7c9f9.xpr,広,U+5E83,840
JPN00C7,00c7c9f9.xpr,庇,U+5E87,841
JPN00C7,00c7c9f9.xpr,床,U+5E8A,842
JPN00C7,00c7c9f9.xpr,序,U+5E8F,843
JPN00C7,00c7c9f9.xpr,底,U+5E95,844
JPN00C7,00c7c9f9.xpr,店,U+5E97,845
JPN00C7,00c7c9f9.xpr,府,U+5E9C,846
JPN00C7,00c7c9f9.xpr,度,U+5EA6,847
JPN00C7,00c7c9f9.xpr,座,U+5EA7,848
JPN00C7,00c7c9f9.xpr,庫,U+5EAB,849
JPN00C7,00c7c9f9.xpr,庭,U+5EAD,850
JPN00C7,00c7c9f9.xpr,康,U+5EB7,851
JPN00C7,00c7c9f9.xpr,廃,U+5EC3,852
JPN00C7,00c7c9f9.xpr,延,U+5EF6,853
JPN00C7,00c7c9f9.xpr,建,U+5EFA,854
JPN00C7,00c7c9f9.xpr,弁,U+5F01,855
JPN00C7,00c7c9f9.xpr,弄,U+5F04,856
JPN00C7,00c7c9f9.xpr,弊,U+5F0A,857
JPN00C7,00c7c9f9.xpr,式,U+5F0F,858
JPN00C7,00c7c9f9.xpr,弐,U+5F10,859
JPN00C7,00c7c9f9.xpr,弓,U+5F13,860
JPN00C7,00c7c9f9.xpr,弔,U+5F14,861
JPN00C7,00c7c9f9.xpr,引,U+5F15,862
JPN00C7,00c7c9f9.xpr,弟,U+5F1F,863
JPN00C7,00c7c9f9.xpr,弱,U+5F31,864
JPN00C7,00c7c9f9.xpr,張,U+5F35,865
JPN00C7,00c7c9f9.xpr,強,U+5F37,866
JPN00C7,00c7c9f9.xpr,弾,U+5F3E,867
JPN00C7,00c7c9f9.xpr,当,U+5F53,868
JPN00C7,00c7c9f9.xpr,形,U+5F62,869
JPN00C7,00c7c9f9.xpr,彩,U+5F69,870
JPN00C7,00c7c9f9.xpr,彫,U+5F6B,871
JPN00C7,00c7c9f9.xpr,彰,U+5F70,872
JPN00C7,00c7c9f9.xpr,影,U+5F71,873
JPN00C7,00c7c9f9.xpr,彷,U+5F77,874
JPN00C7,00c7c9f9.xpr,役,U+5F79,875
JPN00C7,00c7c9f9.xpr,彼,U+5F7C,876
JPN00C7,00c7c9f9.xpr,往,U+5F80,877
JPN00C7,00c7c9f9.xpr,征,U+5F81,878
JPN00C7,00c7c9f9.xpr,径,U+5F84,879
JPN00C7,00c7c9f9.xpr,待,U+5F85,880
JPN00C7,00c7c9f9.xpr,律,U+5F8B,881
JPN00C7,00c7c9f9.xpr,後,U+5F8C,882
JPN00C7,00c7c9f9.xpr,徐,U+5F90,883
JPN00C7,00c7c9f9.xpr,徒,U+5F92,884
JPN00C7,00c7c9f9.xpr,従,U+5F93,885
JPN00C7,00c7c9f9.xpr,得,U+5F97,886
JPN00C7,00c7c9f9.xpr,御,U+5FA1,887
JPN00C7,00c7c9f9.xpr,徨,U+5FA8,888
JPN00C7,00c7c9f9.xpr,復,U+5FA9,889
JPN00C7,00c7c9f9.xpr,微,U+5FAE,890
JPN00C7,00c7c9f9.xpr,徳,U+5FB3,891
JPN00C7,00c7c9f9.xpr,徴,U+5FB4,892
JPN00C7,00c7c9f9.xpr,徹,U+5FB9,893
JPN00C7,00c7c9f9.xpr,心,U+5FC3,894
JPN00C7,00c7c9f9.xpr,必,U+5FC5,895
JPN00C7,00c7c9f9.xpr,忍,U+5FCD,896
JPN00C7,00c7c9f9.xpr,志,U+5FD7,897
JPN00C7,00c7c9f9.xpr,忘,U+5FD8,898
JPN00C7,00c7c9f9.xpr,忙,U+5FD9,899
JPN00C7,00c7c9f9.xpr,応,U+5FDC,900
JPN00C7,00c7c9f9.xpr,忠,U+5FE0,901
JPN00C7,00c7c9f9.xpr,快,U+5FEB,902
JPN00C7,00c7c9f9.xpr,念,U+5FF5,903
JPN00C7,00c7c9f9.xpr,怒,U+6012,904
JPN00C7,00c7c9f9.xpr,怖,U+6016,905
JPN00C7,00c7c9f9.xpr,思,U+601D,906
JPN00C7,00c7c9f9.xpr,怠,U+6020,907
JPN00C7,00c7c9f9.xpr,急,U+6025,908
JPN00C7,00c7c9f9.xpr,性,U+6027,909
JPN00C7,00c7c9f9.xpr,怪,U+602A,910
JPN00C7,00c7c9f9.xpr,怯,U+602F,911
JPN00C7,00c7c9f9.xpr,恃,U+6043,912
JPN00C7,00c7c9f9.xpr,恋,U+604B,913
JPN00C7,00c7c9f9.xpr,恐,U+6050,914
JPN00C7,00c7c9f9.xpr,恒,U+6052,915
JPN00C7,00c7c9f9.xpr,恥,U+6065,916
JPN00C7,00c7c9f9.xpr,恨,U+6068,917
JPN00C7,00c7c9f9.xpr,恩,U+6069,918
JPN00C7,00c7c9f9.xpr,息,U+606F,919
JPN00C7,00c7c9f9.xpr,恰,U+6070,920
JPN00C7,00c7c9f9.xpr,恵,U+6075,921
JPN00C7,00c7c9f9.xpr,悍,U+608D,922
JPN00C7,00c7c9f9.xpr,悔,U+6094,923
JPN00C7,00c7c9f9.xpr,悟,U+609F,924
JPN00C7,00c7c9f9.xpr,悠,U+60A0,925
JPN00C7,00c7c9f9.xpr,患,U+60A3,926
JPN00C7,00c7c9f9.xpr,悩,U+60A9,927
JPN00C7,00c7c9f9.xpr,悪,U+60AA,928
JPN00C7,00c7c9f9.xpr,悲,U+60B2,929
JPN00C7,00c7c9f9.xpr,悼,U+60BC,930
JPN00C7,00c7c9f9.xpr,情,U+60C5,931
JPN00C7,00c7c9f9.xpr,惑,U+60D1,932
JPN00C7,00c7c9f9.xpr,惚,U+60DA,933
JPN00C7,00c7c9f9.xpr,惜,U+60DC,934
JPN00C7,00c7c9f9.xpr,惨,U+60E8,935
JPN00C7,00c7c9f9.xpr,惰,U+60F0,936
JPN00C7,00c7c9f9.xpr,想,U+60F3,937
JPN00C7,00c7c9f9.xpr,惹,U+60F9,938
JPN00C7,00c7c9f9.xpr,意,U+610F,939
JPN00C7,00c7c9f9.xpr,愕,U+6115,940
JPN00C7,00c7c9f9.xpr,愚,U+611A,941
JPN00C7,00c7c9f9.xpr,愛,U+611B,942
JPN00C7,00c7c9f9.xpr,感,U+611F,943
JPN00C7,00c7c9f9.xpr,慈,U+6148,944
JPN00C7,00c7c9f9.xpr,態,U+614B,945
JPN00C7,00c7c9f9.xpr,慌,U+614C,946
JPN00C7,00c7c9f9.xpr,慎,U+614E,947
JPN00C7,00c7c9f9.xpr,慢,U+6162,948
JPN00C7,00c7c9f9.xpr,慣,U+6163,949
JPN00C7,00c7c9f9.xpr,慮,U+616E,950
JPN00C7,00c7c9f9.xpr,憎,U+618E,951
JPN00C7,00c7c9f9.xpr,憧,U+61A7,952
JPN00C7,00c7c9f9.xpr,憩,U+61A9,953
JPN00C7,00c7c9f9.xpr,憲,U+61B2,954
JPN00C7,00c7c9f9.xpr,憶,U+61B6,955
JPN00C7,00c7c9f9.xpr,憾,U+61BE,956
JPN00C7,00c7c9f9.xpr,懐,U+61D0,957
JPN00C7,00c7c9f9.xpr,懲,U+61F2,958
JPN00C7,00c7c9f9.xpr,懸,U+61F8,959
JPN00C7,00c7c9f9.xpr,成,U+6210,960
JPN00C7,00c7c9f9.xpr,我,U+6211,961
JPN00C7,00c7c9f9.xpr,戒,U+6212,962
JPN00C7,00c7c9f9.xpr,戚,U+621A,963
JPN00C7,00c7c9f9.xpr,戦,U+6226,964
JPN00C7,00c7c9f9.xpr,戯,U+622F,965
JPN00C7,00c7c9f9.xpr,戴,U+6234,966
JPN00C7,00c7c9f9.xpr,戸,U+6238,967
JPN00C7,00c7c9f9.xpr,戻,U+623B,968
JPN00C7,00c7c9f9.xpr,房,U+623F,969
JPN00C7,00c7c9f9.xpr,所,U+6240,970
JPN00C7,00c7c9f9.xpr,扉,U+6249,971
JPN00C7,00c7c9f9.xpr,手,U+624B,972
JPN00C7,00c7c9f9.xpr,才,U+624D,973
JPN00C7,00c7c9f9.xpr,打,U+6253,974
JPN00C7,00c7c9f9.xpr,払,U+6255,975
JPN00C7,00c7c9f9.xpr,托,U+6258,976
JPN00C7,00c7c9f9.xpr,扱,U+6271,977
JPN00C7,00c7c9f9.xpr,批,U+6279,978
JPN00C7,00c7c9f9.xpr,承,U+627F,979
JPN00C7,00c7c9f9.xpr,技,U+6280,980
JPN00C7,00c7c9f9.xpr,把,U+628A,981
JPN00C7,00c7c9f9.xpr,抑,U+6291,982
JPN00C7,00c7c9f9.xpr,投,U+6295,983
JPN00C7,00c7c9f9.xpr,抗,U+6297,984
JPN00C7,00c7c9f9.xpr,折,U+6298,985
JPN00C7,00c7c9f9.xpr,抜,U+629C,986
JPN00C7,00c7c9f9.xpr,択,U+629E,987
JPN00C7,00c7c9f9.xpr,抱,U+62B1,988
JPN00C7,00c7c9f9.xpr,抵,U+62B5,989
JPN00C7,00c7c9f9.xpr,抹,U+62B9,990
JPN00C7,00c7c9f9.xpr,押,U+62BC,991
JPN00C7,00c7c9f9.xpr,抽,U+62BD,992
JPN00C7,00c7c9f9.xpr,担,U+62C5,993
JPN00C7,00c7c9f9.xpr,拍,U+62CD,994
JPN00C7,00c7c9f9.xpr,拐,U+62D0,995
JPN00C7,00c7c9f9.xpr,拒,U+62D2,996
JPN00C7,00c7c9f9.xpr,拓,U+62D3,997
JPN00C7,00c7c9f9.xpr,拘,U+62D8,998
JPN00C7,00c7c9f9.xpr,招,U+62DB,999
JPN00C7,00c7c9f9.xpr,拝,U+62DD,1000
JPN00C7,00c7c9f9.xpr,拠,U+62E0,1001
JPN00C7,00c7c9f9.xpr,拡,U+62E1,1002
JPN00C7,00c7c9f9.xpr,拭,U+62ED,1003
JPN00C7,00c7c9f9.xpr,拳,U+62F3,1004
JPN00C7,00c7c9f9.xpr,拵,U+62F5,1005
JPN00C7,00c7c9f9.xpr,拶,U+62F6,1006
JPN00C7,00c7c9f9.xpr,拷,U+62F7,1007
JPN00C7,00c7c9f9.xpr,拾,U+62FE,1008
JPN00C7,00c7c9f9.xpr,拿,U+62FF,1009
JPN00C7,00c7c9f9.xpr,持,U+6301,1010
JPN00C7,00c7c9f9.xpr,指,U+6307,1011
JPN00C7,00c7c9f9.xpr,挑,U+6311,1012
JPN00C7,00c7c9f9.xpr,挙,U+6319,1013
JPN00C7,00c7c9f9.xpr,挟,U+631F,1014
JPN00C7,00c7c9f9.xpr,挨,U+6328,1015
JPN00C7,00c7c9f9.xpr,振,U+632F,1016
JPN00C7,00c7c9f9.xpr,挺,U+633A,1017
JPN00C7,00c7c9f9.xpr,挽,U+633D,1018
JPN00C7,00c7c9f9.xpr,挿,U+633F,1019
JPN00C7,00c7c9f9.xpr,捉,U+6349,1020
JPN00C7,00c7c9f9.xpr,捌,U+634C,1021
JPN00C7,00c7c9f9.xpr,捕,U+6355,1022
JPN00C7,00c7c9f9.xpr,捗,U+6357,1023
JPN00C7,00c7c9f9.xpr,捜,U+635C,1024
JPN00C7,00c7c9f9.xpr,捧,U+6367,1025
JPN00C7,00c7c9f9.xpr,捨,U+6368,1026
JPN00C7,00c7c9f9.xpr,据,U+636E,1027
JPN00C7,00c7c9f9.xpr,捲,U+6372,1028
JPN00C7,00c7c9f9.xpr,掃,U+6383,1029
JPN00C7,00c7c9f9.xpr,授,U+6388,1030
JPN00C7,00c7c9f9.xpr,掌,U+638C,1031
JPN00C7,00c7c9f9.xpr,排,U+6392,1032
