character,codepoint,production_occurrences,classification,JPN-0007,JPN-000E,JPN-001C,JPN-00C7,MLG-0007,MLG-000E
文,U+6587,1318,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
斑,U+6591,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
斓,U+6593,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
斗,U+6597,1295,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
料,U+6599,315,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
斡,U+65A1,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
斤,U+65A4,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
斥,U+65A5,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
斧,U+65A7,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
斩,U+65A9,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
断,U+65AD,309,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
斯,U+65AF,959,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
新,U+65B0,919,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
方,U+65B9,2544,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
施,U+65BD,356,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
旁,U+65C1,57,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
旅,U+65C5,5,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
旋,U+65CB,71,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
族,U+65CF,25,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
旗,U+65D7,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
无,U+65E0,2217,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
既,U+65E2,60,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
日,U+65E5,641,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
旦,U+65E6,148,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
旧,U+65E7,23,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
旨,U+65E8,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
早,U+65E9,123,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
旱,U+65F1,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
时,U+65F6,3940,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
旷,U+65F7,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
旺,U+65FA,6,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,NO
昂,U+6602,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
昆,U+6606,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
明,U+660E,1151,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
昏,U+660F,157,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
易,U+6613,396,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
昔,U+6614,5,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
星,U+661F,102,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
映,U+6620,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
春,U+6625,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
昨,U+6628,12,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
是,U+662F,7402,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
昼,U+663C,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
显,U+663E,522,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
晃,U+6643,92,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
晋,U+664B,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
晒,U+6652,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
晓,U+6653,117,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
晕,U+6655,241,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
晚,U+665A,63,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
晦,U+6666,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
晨,U+6668,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
普,U+666E,126,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
景,U+666F,27,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
晰,U+6670,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
晶,U+6676,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
智,U+667A,76,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
暂,U+6682,299,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
暖,U+6696,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
暗,U+6697,76,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
暴,U+66B4,194,CN_ALREADY_COVERED,NO,YES,YES,YES,YES,YES
曙,U+66D9,4,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
曝,U+66DD,2,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
曲,U+66F2,130,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
更,U+66F4,1047,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
曼,U+66FC,37,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
曾,U+66FE,99,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
替,U+66FF,108,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
最,U+6700,724,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
月,U+6708,527,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
有,U+6709,6648,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
朋,U+670B,60,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
服,U+670D,1149,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
朗,U+6717,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
望,U+671B,196,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
朝,U+671D,107,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
期,U+671F,264,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
朦,U+6726,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
木,U+6728,58,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
未,U+672A,1294,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
末,U+672B,12,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
本,U+672C,1061,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
术,U+672F,189,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
朱,U+6731,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
朴,U+6734,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
朵,U+6735,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
机,U+673A,3573,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
朽,U+673D,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
杀,U+6740,768,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
杂,U+6742,300,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
权,U+6743,56,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
杆,U+6746,193,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
杉,U+6749,8,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,NO
李,U+674E,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
杏,U+674F,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
材,U+6750,127,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
村,U+6751,90,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
杖,U+6756,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
杜,U+675C,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
束,U+675F,746,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
条,U+6761,926,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
来,U+6765,3993,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
杯,U+676F,13,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
杰,U+6770,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
松,U+677E,80,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
板,U+677F,197,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
极,U+6781,168,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
构,U+6784,149,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
析,U+6790,127,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
枕,U+6795,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
林,U+6797,552,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
枚,U+679A,29,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
果,U+679C,1635,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
枝,U+679D,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
枢,U+67A2,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
枪,U+67AA,3095,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
枯,U+67AF,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
架,U+67B6,250,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
枷,U+67B7,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
柄,U+67C4,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
柏,U+67CF,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
某,U+67D0,61,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
柑,U+67D1,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
染,U+67D3,27,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
柔,U+67D4,42,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
查,U+67E5,482,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
柯,U+67EF,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
柱,U+67F1,36,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
栅,U+6805,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
标,U+6807,2685,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
栋,U+680B,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
栏,U+680F,24,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
树,U+6811,152,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
栓,U+6813,51,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
栖,U+6816,11,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
校,U+6821,25,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
株,U+682A,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
样,U+6837,982,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
核,U+6838,618,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
根,U+6839,311,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
格,U+683C,415,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
栽,U+683D,18,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
桃,U+6843,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
框,U+6846,20,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
案,U+6848,144,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
桉,U+6849,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
桌,U+684C,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
桑,U+6851,79,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
档,U+6863,342,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
桥,U+6865,98,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
桨,U+6868,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
桶,U+6876,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
梁,U+6881,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
梅,U+6885,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
梦,U+68A6,73,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
梯,U+68AF,62,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
械,U+68B0,227,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
梵,U+68B5,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
检,U+68C0,49,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
棋,U+68CB,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
棍,U+68CD,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
棒,U+68D2,96,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
棕,U+68D5,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
棘,U+68D8,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
棚,U+68DA,25,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
森,U+68EE,213,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
棱,U+68F1,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
棵,U+68F5,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
棺,U+68FA,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
椅,U+6905,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
植,U+690D,75,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
椰,U+6930,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
楚,U+695A,49,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
楠,U+6960,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
楼,U+697C,172,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
概,U+6982,123,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
榄,U+6984,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
榜,U+699C,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
榭,U+69AD,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
榴,U+69B4,473,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
槛,U+69DB,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
槽,U+69FD,87,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
模,U+6A21,752,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
横,U+6A2A,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
橄,U+6A44,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
橘,U+6A58,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
橙,U+6A59,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
橡,U+6A61,126,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
檐,U+6A90,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
欠,U+6B20,12,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
次,U+6B21,1033,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
欢,U+6B22,318,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
欣,U+6B23,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
欧,U+6B27,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
欲,U+6B32,5,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
欺,U+6B3A,32,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
款,U+6B3E,60,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
歇,U+6B47,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
歉,U+6B49,112,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
歌,U+6B4C,125,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
止,U+6B62,946,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
正,U+6B63,1398,CN_ALREADY_COVERED,NO,YES,YES,YES,YES,YES
此,U+6B64,767,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
步,U+6B65,1415,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
武,U+6B66,2263,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
歹,U+6B79,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
死,U+6B7B,932,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
歼,U+6B7C,313,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
殃,U+6B83,7,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
殊,U+6B8A,257,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
残,U+6B8B,14,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
殖,U+6B96,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
殴,U+6BB4,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
段,U+6BB5,269,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
殿,U+6BBF,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
毁,U+6BC1,743,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
毅,U+6BC5,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
毋,U+6BCB,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
母,U+6BCD,447,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
每,U+6BCF,227,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
毒,U+6BD2,55,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
比,U+6BD4,549,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
毕,U+6BD5,132,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
毛,U+6BDB,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
毫,U+6BEB,46,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
民,U+6C11,98,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
气,U+6C14,675,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
氛,U+6C1B,19,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
氢,U+6C22,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
氦,U+6C26,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
氧,U+6C27,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
水,U+6C34,492,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
永,U+6C38,92,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
汀,U+6C40,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
求,U+6C42,396,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
汇,U+6C47,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
汉,U+6C49,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
汗,U+6C57,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
池,U+6C60,153,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
污,U+6C61,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
汤,U+6C64,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
汽,U+6C7D,11,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
沃,U+6C83,72,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沉,U+6C89,145,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沙,U+6C99,36,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沛,U+6C9B,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沟,U+6C9F,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
没,U+6CA1,2325,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
沦,U+6CA6,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沫,U+6CAB,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
沮,U+6CAE,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
河,U+6CB3,159,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
沸,U+6CB8,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
油,U+6CB9,30,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
治,U+6CBB,64,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
沼,U+6CBC,123,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
沾,U+6CBE,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沿,U+6CBF,376,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
泄,U+6CC4,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
泌,U+6CCC,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
法,U+6CD5,1228,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
泛,U+6CDB,11,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泞,U+6CDE,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
泡,U+6CE1,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
波,U+6CE2,131,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
泣,U+6CE3,5,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
泥,U+6CE5,54,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
注,U+6CE8,495,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
泪,U+6CEA,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泳,U+6CF3,29,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
泵,U+6CF5,60,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泷,U+6CF7,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泻,U+6CFB,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泼,U+6CFC,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泽,U+6CFD,62,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
洁,U+6D01,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
洋,U+6D0B,11,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
洒,U+6D12,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
洗,U+6D17,54,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
洛,U+6D1B,23,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
洞,U+6D1E,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
洪,U+6D2A,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
洲,U+6D32,81,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
活,U+6D3B,295,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
洼,U+6D3C,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
派,U+6D3E,385,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
流,U+6D41,103,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
浃,U+6D43,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
浅,U+6D45,6,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
浆,U+6D46,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
测,U+6D4B,318,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
济,U+6D4E,13,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
浏,U+6D4F,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
浑,U+6D51,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
浓,U+6D53,32,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
浩,U+6D69,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
浪,U+6D6A,68,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
浮,U+6D6E,73,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
浴,U+6D74,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
海,U+6D77,359,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
浸,U+6D78,23,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
涂,U+6D82,14,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
消,U+6D88,1078,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
涉,U+6D89,29,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
涌,U+6D8C,25,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
涎,U+6D8E,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
涡,U+6DA1,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
润,U+6DA6,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
涨,U+6DA8,7,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
涩,U+6DA9,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
涮,U+6DAE,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
涯,U+6DAF,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
液,U+6DB2,49,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
涵,U+6DB5,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
涸,U+6DB8,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
淋,U+6DCB,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
淡,U+6DE1,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
淤,U+6DE4,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
深,U+6DF1,110,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
混,U+6DF7,40,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
淹,U+6DF9,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
添,U+6DFB,22,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
清,U+6E05,242,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
渐,U+6E10,103,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
渔,U+6E14,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
渗,U+6E17,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
